Vote by County,Trump,Clinton,Rpt.,State
Sidney,1411,939,100%,ME
Waldoboro,1409,1133,100%,ME
Bethlehem,1405,801,100%,CT
Perry,1403,3823,100%,AL
Pershing,1403,430,100%,NV
Haskell,1403,314,100%,TX
Winkler,1403,420,100%,TX
Monroe,1400,1298,100%,AR
Rumford,1400,1137,100%,ME
Macon,1394,7237,100%,AL
Plymouth,1394,2143,100%,NH
Adams,1393,565,100%,IA
Hand,1391,334,100%,SD
Meade,1390,206,100%,KS
Northwood,1385,1056,100%,NH
Real,1382,262,100%,TX
Raymond,1381,1263,100%,ME
Charles City,1381,2244,100%,VA
Brown,1380,153,100%,NE
Shackelford,1378,103,100%,TX
Preston,1377,978,100%,CT
Hopedale,1375,1759,100%,MA
Willington,1373,1374,100%,CT
Hubbardston,1373,1039,100%,MA
Paris,1372,1034,100%,ME
Rockport,1371,3121,100%,MA
Foster,1370,963,100%,RI
East Granby,1369,1379,100%,CT
Gardiner,1366,1448,100%,ME
Deuel,1366,570,100%,SD
Middlefield,1361,1154,100%,CT
Lake,1357,577,100%,TN
Cavalier,1356,476,100%,ND
Kittson,1349,823,100%,MN
Covington,1349,914,100%,VA
Johnson,1348,560,100%,NE
China,1347,919,100%,ME
Franklin,1345,250,100%,NE
Woodruff,1344,1117,100%,AR
Bailey,1343,397,100%,TX
Milton,1339,847,100%,NH
Douglas,1338,214,100%,SD
Ouray,1337,1690,100%,CO
Bucksport,1335,1035,100%,ME
Vassalboro,1335,904,100%,ME
Gilmanton,1333,788,100%,NH
Perkins,1333,188,100%,SD
Northfield,1330,884,100%,NH
Hollis,1329,1015,100%,ME
Wahkiakum,1328,824,100%,WA
Falls Church,1323,5810,100%,VA
Mineral,1322,515,100%,MT
Webster,1320,306,100%,NE
Kimball,1317,227,100%,NE
Harpswell,1316,1881,100%,ME
Duval,1316,2783,100%,TX
Norway,1313,1056,100%,ME
Orrington,1313,869,100%,ME
Harper,1307,131,100%,OK
Wilkinson,1305,2826,100%,MS
Hartford,1303,3190,100%,VT
Harlan,1302,219,100%,NE
Lyman,1300,1038,100%,ME
Strafford,1296,1118,100%,NH
Terry,1295,424,100%,TX
Ossipee,1294,770,100%,NH
Adams,1285,2412,100%,MA
Jaffrey,1284,1311,100%,NH
Naples,1277,826,100%,ME
Fallon,1276,154,100%,MT
Hyde,1275,956,100%,NC
Monmouth,1271,865,100%,ME
Randolph,1270,1597,100%,GA
Oxford,1270,694,100%,ME
St. Albans Town,1268,1416,100%,VT
Brentwood,1267,1145,100%,NH
Baylor,1267,191,100%,TX
Warren,1266,904,100%,MA
Durham,1266,1084,100%,ME
Coke,1265,140,100%,TX
Fisher,1265,403,100%,TX
Lake,1264,1600,100%,CO
Madison,1262,813,100%,ME
Stow,1261,2704,100%,MA
Blaine,1259,1187,100%,MT
Dallam,1258,222,100%,TX
Nance,1257,280,100%,NE
Belfast,1241,2351,100%,ME
Sheridan,1237,476,100%,MT
Foster,1237,346,100%,ND
Glascock,1235,138,100%,GA
Amherst,1233,12030,100%,MA
Frio,1232,1401,100%,TX
Lee,1229,1735,100%,AR
Donley,1225,190,100%,TX
Garza,1223,224,100%,TX
Decatur,1220,178,100%,KS
Ness,1216,160,100%,KS
Hitchcock,1216,158,100%,NE
Union,1214,318,100%,NM
Trego,1211,193,100%,KS
Rolette,1210,2097,100%,ND
Rawlins,1209,160,100%,KS
Rockland,1209,2023,100%,ME
Ransom,1209,836,100%,ND
Hardeman,1207,249,100%,TX
Jewell,1204,180,100%,KS
Allenstown,1203,874,100%,NH
Lewis,1202,270,100%,ID
Perkins,1202,160,100%,NE
Eastham,1198,2202,100%,MA
Arundel,1198,1064,100%,ME
Talbot,1196,2001,100%,GA
Limington,1195,697,100%,ME
Paxton,1194,1204,100%,MA
Swanton,1192,1101,100%,VT
Sheridan,1186,126,100%,KS
West Gardiner,1186,792,100%,ME
Haverhill,1186,785,100%,NH
Granite,1185,469,100%,MT
Lincoln,1184,360,100%,ID
Jay,1184,1143,100%,ME
Salem,1182,1029,100%,CT
Warren,1181,765,100%,ME
Noxubee,1181,4330,100%,MS
Tensas,1180,1329,100%,LA
Crosby,1180,468,100%,TX
Peterborough,1179,2487,100%,NH
Mineral,1179,637,100%,NV
Rush,1177,227,100%,KS
Lisbon,1175,868,100%,CT
Cheyenne,1172,188,100%,KS
Lincoln,1168,214,100%,KS
Bent,1166,581,100%,CO
Wiscasset,1164,864,100%,ME
Millinocket,1161,913,100%,ME
Charlestown,1159,1041,100%,NH
Lipscomb,1159,135,100%,TX
Barkhamsted,1157,905,100%,CT
Marion,1156,1857,100%,MA
Litchfield,1156,701,100%,ME
Cook,1156,1912,100%,MN
Holmes,1151,5820,100%,MS
Stanley,1148,329,100%,SD
Sherman,1143,338,100%,NE
Jamestown,1143,2163,100%,RI
Red Lake,1141,540,100%,MN
Bullock,1139,3530,100%,AL
Clark,1139,398,100%,SD
Dover-Foxcroft,1138,789,100%,ME
Dover,1137,2059,100%,MA
Gove,1127,149,100%,KS
Pittsfield,1125,691,100%,NH
Logan,1124,149,100%,KS
Boylston,1124,1422,100%,MA
Holden,1123,719,100%,ME
Casco,1117,819,100%,ME
Niobrara,1116,115,100%,WY
Brimfield,1113,793,100%,MA
St. Johnsbury,1110,1469,100%,VT
Saguache,1109,1345,100%,CO
Winterport,1109,866,100%,ME
Kidder,1106,179,100%,ND
Frontier,1106,161,100%,NE
Sterling,1102,478,100%,CT
New London,1101,1807,100%,NH
Grant,1098,187,100%,ND
McIntosh,1095,233,100%,ND
Montague,1094,2858,100%,MA
Barre,1091,1653,100%,VT
Sargent,1088,693,100%,ND
Knox,1078,247,100%,TX
Deep River,1077,1412,100%,CT
Sutton,1075,313,100%,TX
Greenland,1074,1396,100%,NH
Pittsfield,1072,670,100%,ME
Crowley,1069,336,100%,CO
Potter,1069,215,100%,SD
Avon,1067,1253,100%,MA
Wilton,1066,872,100%,ME
Sherman,1065,976,100%,CT
Woodson,1063,270,100%,KS
Goshen,1062,673,100%,CT
Belgrade,1062,826,100%,ME
Dexter,1062,572,100%,ME
Wilton,1061,1028,100%,NH
Henniker,1060,1429,100%,NH
East Carroll,1059,1838,100%,LA
Corinth,1057,368,100%,ME
Marshall,1056,754,100%,SD
Traverse,1050,631,100%,MN
Sierra,1048,601,100%,CA
Elk,1048,160,100%,KS
Kearny,1048,224,100%,KS
Crane,1047,299,100%,TX
Sunapee,1044,928,100%,NH
Ashford,1042,1112,100%,CT
Bolton,1036,1891,100%,MA
Sanbornton,1035,748,100%,NH
Edwards,1033,208,100%,KS
Hettinger,1032,168,100%,ND
San Miguel,1030,2960,100%,CO
Zapata,1028,2056,100%,TX
Newport,1026,576,100%,ME
Dunbarton,1026,681,100%,NH
Levant,1025,424,100%,ME
Nelson,1025,536,100%,ND
Georgia,1023,1019,100%,VT
Norridgewock,1022,636,100%,ME
Norton,1021,383,100%,VA
West Newbury,1020,1620,100%,MA
Carmel,1019,459,100%,ME
Sedgwick,1015,267,100%,CO
Pomfret,1013,1070,100%,CT
Graham,1013,185,100%,KS
Thurston,1013,911,100%,NE
Clinton,1012,521,100%,ME
Haskell,1011,228,100%,KS
West Brookfield,1008,865,100%,MA
Bowdoin,1007,589,100%,ME
Echols,1006,156,100%,GA
Derby,1004,885,100%,VT
Woolwich,1001,827,100%,ME
Quitman,998,2303,100%,MS
Fort Kent,997,986,100%,ME
Warren,991,1313,100%,GA
Mahnomen,991,930,100%,MN
Collingsworth,983,145,100%,TX
Minot,981,539,100%,ME
New Durham,981,578,100%,NH
Crockett,980,372,100%,TX
Rutland Town,979,1064,100%,VT
Renville,978,200,100%,ND
Boyd,978,128,100%,NE
Lyman,977,369,100%,SD
Ashby,974,720,100%,MA
Aurora,974,340,100%,SD
Dimmit,974,2173,100%,TX
Tilton,973,780,100%,NH
Morton,970,145,100%,KS
Pawnee,970,279,100%,NE
Tyrrell,968,705,100%,NC
Chase,964,313,100%,KS
Cimarron,962,70,100%,OK
Richmond,961,733,100%,ME
Upton,961,284,100%,TX
Wayne,959,271,100%,UT
Highland,958,371,100%,VA
Manchester,953,2244,100%,MA
Fairfax,947,1063,100%,VT
Shelburne,941,3376,100%,VT
Dalton,939,2185,100%,MA
Dolores,936,227,100%,CO
Pittston,936,577,100%,ME
Haakon,936,77,100%,SD
Kinney,936,457,100%,TX
Brookfield,933,706,100%,MA
Enfield,931,1445,100%,NH
Boscawen,929,833,100%,NH
Benson,927,842,100%,ND
Hanover,926,6561,100%,NH
Humphreys,924,2652,100%,MS
Armstrong,924,70,100%,TX
North Yarmouth,922,1493,100%,ME
Butte,914,160,100%,ID
Greeley,911,210,100%,NE
Kennebunkport,910,1356,100%,ME
Chesterfield,910,1166,100%,NH
Hidalgo,906,780,100%,NM
Cheyenne,905,127,100%,CO
Adams,904,216,100%,ND
Bristol,900,626,100%,NH
Boothbay,899,980,100%,ME
Princeton,898,1183,100%,MA
McPherson,892,192,100%,SD
Andover,891,896,100%,CT
Tuftonboro,891,674,100%,NH
Hall,891,164,100%,TX
Jericho,890,2017,100%,VT
Fort Fairfield,888,659,100%,ME
Alfred,885,812,100%,ME
Concho,885,148,100%,TX
Harvard,884,2475,100%,MA
Plympton,883,727,100%,MA
Lyndon,883,827,100%,VT
Powder River,880,127,100%,MT
Burke,879,118,100%,ND
Millville,874,624,100%,MA
Jefferson,874,548,100%,ME
Shapleigh,874,534,100%,ME
Mechanic Falls,871,515,100%,ME
Campton,870,890,100%,NH
La Salle,870,1125,100%,TX
Garden,869,153,100%,NE
Judith Basin,867,232,100%,MT
Logan,867,112,100%,ND
Sprague,864,535,100%,CT
Hadley,864,2121,100%,MA
Voluntown,862,431,100%,CT
Chelsea,860,520,100%,ME
Divide,860,243,100%,ND
Nahant,858,1325,100%,MA
McCone,858,154,100%,MT
Faulk,858,204,100%,SD
Brattleboro,858,4347,100%,VT
Kiowa,855,111,100%,KS
Chichester,851,646,100%,NH
Canaan,850,938,100%,NH
Oldham,850,78,100%,TX
Lee,848,1960,100%,MA
Griggs,847,298,100%,ND
Hodgeman,845,124,100%,KS
Madawaska,845,1178,100%,ME
Limerick,843,642,100%,ME
Benton,842,544,100%,ME
Hancock,841,2695,100%,GA
Lancaster,841,657,100%,NH
Garfield,841,276,50%,WA
Tunica,840,2577,100%,MS
Greene,838,4006,100%,AL
Morris,838,509,100%,CT
Dunstable,837,954,100%,MA
East Kingston,830,608,100%,NH
Calhoun,829,1178,100%,GA
Winchester,829,840,100%,NH
Oliver,827,119,100%,ND
Lee,824,1630,100%,NH
Dundy,823,89,100%,NE
Hampton Falls,822,672,100%,NH
Acton,820,542,100%,ME
Garfield,819,121,100%,NE
Sanborn,819,241,100%,SD
Schleicher,819,209,100%,TX
Milford,818,788,100%,ME
Little Compton,815,1149,100%,RI
Keweenaw,814,527,100%,MI
Clark,813,118,100%,KS
Windsor,813,406,100%,ME
Deuel,809,120,100%,NE
Worth,808,195,100%,MO
Castleton,808,794,100%,VT
Sherman,807,96,100%,TX
St. Albans,807,1287,100%,VT
Stewart,805,1220,100%,GA
Hartland,804,349,100%,CT
Bowdoinham,803,876,100%,ME
Camden,802,2430,100%,ME
Golden Valley,793,99,100%,ND
Gosper,792,165,100%,NE
Emporia,792,1531,100%,VA
Eddy,790,354,100%,ND
Warner,790,874,100%,NH
Allendale,788,2722,100%,SC
Rich,786,104,100%,UT
Eddington,784,444,100%,ME
Chester,781,1365,100%,CT
Edgartown,779,1786,100%,MA
Baker,775,650,100%,GA
Wenham,773,1368,100%,MA
Manchester,769,746,100%,ME
Fryeburg,768,810,100%,ME
St. Albans,768,282,100%,ME
Deerfield,767,1942,100%,MA
Bristol,767,936,100%,ME
Lexington,766,1514,100%,VA
Wichita,765,139,100%,KS
Bozrah,764,536,100%,CT
Calais,762,574,100%,ME
Farmingdale,761,773,100%,ME
Tamworth,761,739,100%,NH
Harrison,760,567,100%,ME
Robertson,759,222,100%,KY
Essex,757,1268,100%,MA
Boxborough,755,1987,100%,MA
Walpole,755,1169,100%,NH
Dickens,755,128,100%,TX
Leeds,751,414,100%,ME
Antrim,748,668,100%,NH
Chattahoochee,746,593,100%,GA
Berlin,745,1009,100%,MA
Cheshire,741,978,100%,MA
Edwards,741,302,100%,TX
Morristown,741,1550,100%,VT
Rockport,740,1381,100%,ME
Washington,738,1242,100%,CT
Corinna,738,304,100%,ME
Oak Bluffs,737,2080,100%,MA
New Hampton,737,544,100%,NH
Randolph,737,1160,100%,VT
Towner,733,305,100%,ND
Hinsdale,733,917,100%,NH
Carlisle,732,2302,100%,MA
Bartlett,730,1094,100%,NH
Daniels,729,167,100%,MT
Livermore Falls,728,550,100%,ME
Meagher,728,191,100%,MT
Kiowa,726,91,100%,CO
Sherman,726,202,100%,OR
Eureka,723,74,100%,NV
Dewey,723,887,100%,SD
Brandon,723,924,100%,VT
Jackson,722,323,100%,SD
Holland,717,472,100%,MA
Albion,716,329,100%,ME
Throckmorton,715,84,100%,TX
Harmon,714,224,100%,OK
Bar Harbor,712,2244,100%,ME
Wallace,711,45,100%,KS
Rollinsford,711,769,100%,NH
Readfield,710,793,100%,ME
Searsport,710,689,100%,ME
Dixfield,709,415,100%,ME
Reagan,709,167,100%,TX
Hardwick,708,565,100%,MA
Northfield,708,1113,100%,VT
Miner,706,281,100%,SD
Manchester,706,1452,100%,VT
Comanche,705,102,100%,KS
Anson,705,360,100%,ME
Campbell,704,105,100%,SD
North Canaan,703,732,100%,CT
Livermore,702,470,100%,ME
Grantham,699,1265,100%,NH
Highgate,699,474,100%,VT
Wheatland,698,179,100%,MT
Liberty,695,205,100%,MT
Milo,694,385,100%,ME
Harding,694,38,100%,SD
Jeff Davis,694,422,100%,TX
Mapleton,693,359,100%,ME
Gorham,693,770,100%,NH
Phippsburg,692,617,100%,ME
Zavala,692,2633,100%,TX
Hamilton,690,114,100%,KS
Whitefield,687,605,100%,ME
Rock,687,70,100%,NE
Mont Vernon,686,757,100%,NH
Lane,684,104,100%,KS
Palmyra,681,309,100%,ME
Menard,681,153,100%,TX
Pownal,681,761,100%,VT
Sully,679,137,100%,SD
Cochran,679,190,100%,TX
Bethel,678,856,100%,ME
Hancock,678,507,100%,ME
Carter,677,70,100%,MT
Andover,673,703,100%,NH
Canterbury,671,815,100%,NH
Pittsford,669,668,100%,VT
Dayton,668,467,100%,ME
Kensington,668,642,100%,NH
Bennett,666,412,100%,SD
Union,665,582,100%,ME
Newbury,662,621,100%,NH
Mora,662,1533,100%,NM
East Brookfield,661,414,100%,MA
Shaftsbury,661,952,100%,VT
Irion,660,90,100%,TX
Hatfield,659,1278,100%,MA
Madison,654,721,100%,NH
Garfield,653,34,100%,MT
Presidio,652,1458,100%,TX
Orland,651,623,100%,ME
Thornton,651,736,100%,NH
Central Falls,651,3318,100%,RI
Williamstown,649,616,100%,VT
Jerauld,648,264,100%,SD
Canaan,647,362,100%,ME
Mexico,647,544,100%,ME
Weathersfield,647,745,100%,VT
Sheridan,644,94,100%,ND
Clarendon,641,470,100%,VT
Roxbury,638,765,100%,CT
Oakham,633,435,100%,MA
Gilliam,632,221,100%,OR
Webster,630,471,100%,GA
Jackson,628,171,100%,CO
Greenville,625,407,100%,ME
Briscoe,625,91,100%,TX
Chaplin,624,432,100%,CT
Fitzwilliam,623,577,100%,NH
Hinesburg,623,1726,100%,VT
St. George,621,930,100%,ME
Buckfield,619,371,100%,ME
Sharkey,619,1290,100%,MS
DeBaca,617,192,100%,NM
Sherborn,615,1718,100%,MA
Newport,614,720,100%,VT
Franklin,613,413,100%,CT
Lincoln,613,2906,100%,MA
Brooks,613,1937,100%,TX
Huntington,611,460,100%,MA
Sioux,602,77,100%,NE
Middleton,602,289,100%,NH
Webster,602,499,100%,NH
Hartland,600,222,100%,ME
Sebago,600,421,100%,ME
Lanesborough,597,998,100%,MA
Poultney,597,652,100%,VT
Middlebury,595,2681,100%,VT
Colebrook,593,359,100%,NH
Waterbury,592,2035,100%,VT
Guadalupe,591,962,100%,NM
Corson,588,535,100%,SD
Deering,586,383,100%,NH
Wheeler,583,153,100%,OR
Costilla,581,1109,100%,CO
Thomaston,581,785,100%,ME
Stanton,580,132,100%,KS
Great Barrington,580,2877,100%,MA
Wales,578,219,100%,ME
Rockingham,576,1315,100%,VT
Quitman,575,461,100%,GA
Lenox,575,2252,100%,MA
Bethlehem,573,796,100%,NH
Bridgewater,571,518,100%,CT
Motley,571,40,100%,TX
Clay,566,697,100%,GA
Whitefield,563,472,100%,NH
West Bath,562,572,100%,ME
Baldwin,560,271,100%,ME
Blue Hill,560,1088,100%,ME
Otisfield,560,423,100%,ME
Sutton,560,607,100%,NH
Kent,559,1062,100%,CT
Gouldsboro,559,409,100%,ME
Stowe,559,1974,100%,VT
Bristol,558,1075,100%,VT
Hartland,558,1158,100%,VT
Prairie,555,100,100%,MT
Stonewall,555,135,100%,TX
Glasscock,553,34,100%,TX
Parsonsfield,552,367,100%,ME
Phillipston,550,374,100%,MA
Wales,550,365,100%,MA
Sterling,549,70,100%,TX
Granville,548,335,100%,MA
Peru,546,320,100%,ME
Alexandria,546,343,100%,NH
Holderness,546,704,100%,NH
Salisbury,545,1671,100%,CT
Newburgh,545,328,100%,ME
West Paris,544,340,100%,ME
Hyde,543,125,100%,SD
Dedham,542,450,100%,ME
Boothbay Harbor,541,729,100%,ME
Northumberland,539,387,100%,NH
Steele,537,361,100%,ND
Piute,537,31,100%,UT
West Rutland,537,384,100%,VT
Winooski,535,2105,100%,VT
Northfield,533,1013,100%,MA
Charleston,532,140,100%,ME
Sheffield,530,1241,100%,MA
Fair Haven,529,478,100%,VT
Colebrook,526,320,100%,CT
Roberts,524,20,100%,TX
Greeley,523,83,100%,KS
Mars Hill,523,193,100%,ME
Sharon,521,820,100%,CT
Lyme,520,888,100%,CT
Ashland,520,504,100%,NH
Cambridge,520,1067,100%,VT
Scotland,518,310,100%,CT
Nobleboro,518,548,100%,ME
Lamoine,516,481,100%,ME
Wellfleet,515,1547,100%,MA
Richmond,515,1694,100%,VT
Eastford,513,367,100%,CT
Dresden,513,447,100%,ME
Charlotte,512,1794,100%,VT
Chester,512,827,100%,VT
Lincolnville,510,883,100%,ME
Hampton,509,484,100%,CT
Troy,509,422,100%,NH
Medway,508,193,100%,ME
Washington,507,322,100%,ME
Underhill,504,1238,100%,VT
Lyndeborough,503,470,100%,NH
Hudspeth,503,324,100%,TX
Newfield,501,285,100%,ME
Ferrisburg,501,892,100%,VT
Hardwick,501,651,100%,VT
Hodgdon,499,148,100%,ME
New Sharon,498,310,100%,ME
Waterford,496,338,100%,ME
East Millinocket,494,373,100%,ME
Danville,494,645,100%,VT
Enfield,493,259,100%,ME
Greenville,493,379,100%,NH
Billings,492,58,100%,ND
Montpelier,492,3698,100%,VT
Hudson,490,194,100%,ME
Salisbury,490,288,100%,NH
Jefferson,489,3337,100%,MS
Todd,487,1505,100%,SD
Cottle,486,84,100%,TX
Vernon,486,492,100%,VT
Bradford,485,442,100%,NH
Plymouth,484,184,100%,ME
Veazie,483,556,100%,ME
Washburn,482,284,100%,ME
Effingham,481,317,100%,NH
Russell,480,278,100%,MA
Williamstown,479,2910,100%,MA
Mason,477,306,100%,NH
Freedom,476,425,100%,NH
Mount Vernon,475,458,100%,ME
Randolph,475,426,100%,ME
Hyde Park,475,788,100%,VT
Tisbury,474,1900,100%,MA
Unity,474,448,100%,ME
Newfields,474,603,100%,NH
Unity,473,281,100%,NH
Stockton Springs,471,445,100%,ME
Hayes,471,30,100%,NE
Palermo,467,308,100%,ME
Sherman,467,141,100%,ME
Porter,462,270,100%,ME
Windsor,462,964,100%,VT
Kenduskeag,461,202,100%,ME
Wallingford,461,524,100%,VT
Strong,460,225,100%,ME
Wibaux,460,55,100%,MT
Keya Paha,458,39,100%,NE
Plainfield,458,957,100%,NH
Rumney,457,365,100%,NH
Sangerville,455,209,100%,ME
Damariscotta,454,767,100%,ME
Machias,454,387,100%,ME
McMullen,454,40,100%,TX
Berlin,454,658,100%,VT
Deer Isle,453,684,100%,ME
Warren,451,352,100%,CT
Jones,450,69,100%,SD
Alstead,444,522,100%,NH
Francestown,444,471,100%,NH
Bradford,442,185,100%,ME
Hiram,442,312,100%,ME
Cushing,440,372,100%,ME
Greenbush,440,185,100%,ME
Arlington,435,662,100%,VT
Stetson,433,206,100%,ME
Hancock,433,713,100%,NH
Dixmont,431,232,100%,ME
Owl's Head,431,496,100%,ME
Grand Isle,431,594,100%,VT
Jim Hogg,430,1635,100%,TX
Enosburgh,429,502,100%,VT
Brownfield,428,366,100%,ME
Lempster,428,226,100%,NH
Franklin,426,303,100%,ME
Friendship,425,271,100%,ME
Barton,425,502,100%,VT
East Machias,424,245,100%,ME
Bridgewater,423,267,100%,NH
Bennington,422,327,100%,NH
Madbury,422,632,100%,NH
Springfield,422,344,100%,NH
Pownal,421,566,100%,ME
Hope,418,537,100%,ME
Surry,418,490,100%,ME
Claiborne,414,2523,100%,MS
Greenfield,414,433,100%,NH
Milan,414,298,100%,NH
Bradley,411,335,100%,ME
Westmoreland,411,555,100%,NH
Camas,410,110,100%,ID
Cornville,410,251,100%,ME
Limestone,410,325,100%,ME
Addison,409,210,100%,ME
Bradford,409,624,100%,VT
Westhampton,408,629,100%,MA
Easton,408,217,100%,ME
Northport,408,528,100%,ME
Marlborough,408,711,100%,NH
Otis,407,431,100%,MA
Royalton,406,698,100%,VT
Blandford,404,256,100%,MA
Burnham,404,213,100%,ME
Swanville,404,286,100%,ME
Woodstock,404,274,100%,ME
Hinsdale,403,606,100%,MA
Kingfield,403,297,100%,ME
Van Buren,403,509,100%,ME
Ludlow,403,538,100%,VT
Newbury,403,528,100%,VT
Mellette,402,238,100%,SD
Guilford,401,222,100%,ME
Southwest Harbor,400,646,100%,ME
Logan,400,32,100%,NE
Cornish,400,570,100%,NH
Temple,400,405,100%,NH
Washington,400,247,100%,NH
Alburgh,399,372,100%,VT
Cornish,397,332,100%,ME
Hebron,397,249,100%,ME
Grafton,397,267,100%,NH
Appleton,396,393,100%,ME
Trenton,396,398,100%,ME
Lisbon,395,262,100%,NH
Johnson,395,691,100%,VT
Woodland,392,231,100%,ME
Searsmont,390,370,100%,ME
Mount Desert,389,917,100%,ME
Richford,388,324,100%,VT
Sunderland,387,1351,100%,MA
Brownville,387,243,100%,ME
Howland,387,248,100%,ME
Danbury,386,247,100%,NH
Etna,385,198,100%,ME
South Thomaston,383,445,100%,ME
Foard,383,113,100%,TX
Bernardston,382,710,100%,MA
Denmark,382,285,100%,ME
Rangeley,382,284,100%,ME
Frankfort,381,220,100%,ME
Tremont,381,477,100%,ME
Newcastle,380,786,100%,ME
Hartford,378,206,100%,ME
Stoddard,378,350,100%,NH
Jonesport,377,240,100%,ME
Wheeler,377,62,100%,NE
Sheldon,377,305,100%,VT
Jackman,376,121,100%,ME
Chesterville,375,276,100%,ME
Hallowell,374,1093,100%,ME
Norfolk,373,518,100%,CT
Fayette,373,344,100%,ME
Chester,372,238,100%,MA
Baileyville,372,263,100%,ME
Woodstock,372,1319,100%,VT
Westford,371,696,100%,VT
Dublin,370,598,100%,NH
Steuben,368,199,100%,ME
Ziebach,368,352,100%,SD
Becket,367,568,100%,MA
Grant,367,20,100%,NE
Lincoln,367,408,100%,NH
Cherryfield,366,200,100%,ME
Golden Valley,365,71,100%,MT
Truro,361,1095,100%,MA
Milbridge,361,266,100%,ME
Slope,361,42,100%,ND
Sandwich,360,578,100%,NH
Kent,360,59,100%,TX
Monkton,360,671,100%,VT
Lubec,359,374,100%,ME
Lee,358,137,100%,ME
Linneus,358,88,100%,ME
Center Harbor,357,324,100%,NH
Jefferson,357,216,100%,NH
Richmond,357,269,100%,NH
Littleton,356,112,100%,ME
East Montpelier,356,1032,100%,VT
Banner,355,18,100%,NE
Hooker,355,40,100%,NE
Barnet,354,485,100%,VT
Westminster,352,1001,100%,VT
Treasure,350,59,100%,MT
Taliaferro,349,545,100%,GA
Ashland,347,208,100%,ME
Williamsburg,346,1206,100%,MA
Mineral,344,237,100%,CO
Garland,344,167,100%,ME
Phillips,344,230,100%,ME
Thomas,344,30,100%,NE
Pittsburg,343,121,100%,NH
Wilmot,342,499,100%,NH
Hill,341,176,100%,NH
Waterford,341,292,100%,VT
Hinsdale,339,197,100%,CO
Proctor,339,385,100%,VT
Fairfield,338,489,100%,VT
Newport Town,338,256,100%,VT
Wilmington,338,591,100%,VT
Addison,337,323,100%,VT
New Haven,337,594,100%,VT
Burke,336,381,100%,VT
Lovell,335,313,100%,ME
Woodstock,335,378,100%,NH
Dorset,334,740,100%,VT
Exeter,330,177,100%,ME
Princeton,330,119,100%,ME
Borden,330,31,100%,TX
West Tisbury,329,1688,100%,MA
Esmeralda,329,65,100%,NV
Whately,328,582,100%,MA
Clarksburg,327,510,100%,MA
Daggett,327,76,100%,UT
New Braintree,326,246,100%,MA
Vergennes,326,712,100%,VT
Mount Holly,325,337,100%,VT
Loup,323,48,100%,NE
Wentworth,323,175,100%,NH
Thetford,323,1137,100%,VT
Embden,322,167,100%,ME
Harrington,322,129,100%,ME
Patten,322,138,100%,ME
Royalston,321,313,100%,MA
Edgecomb,321,422,100%,ME
Wayne,321,424,100%,ME
Smithfield,319,244,100%,ME
Solon,316,233,100%,ME
South Hampton,315,246,100%,NH
Petersham,312,416,100%,MA
Frenchville,312,264,100%,ME
Chittenden,312,352,100%,VT
Wells,312,209,100%,VT
Harding,311,156,100%,NM
Lunenburg,311,171,100%,VT
Pawlet,311,368,100%,VT
Eastport,309,708,100%,ME
Berkshire,308,209,100%,VT
Alton,304,175,100%,ME
Londonderry,303,517,100%,VT
Bingham,302,191,100%,ME
South Hero,301,672,100%,VT
Sullivan,300,285,100%,ME
Sumner,299,185,100%,ME
Bethel,299,543,100%,VT
Brooks,298,207,100%,ME
Issaquena,298,395,100%,MS
Monticello,296,96,100%,ME
Morrill,296,192,100%,ME
Franklin,296,229,100%,VT
Whitingham,295,283,100%,VT
Clifton,293,170,100%,ME
Harmony,293,154,100%,ME
Bath,292,211,100%,NH
Newington,292,271,100%,NH
Concord,292,181,100%,VT
Monroe,291,173,100%,NH
Danby,291,252,100%,VT
Erving,289,389,100%,MA
Troy,288,216,100%,ME
Sedgwick,287,397,100%,ME
Terrell,287,140,100%,TX
Ogunquit,286,564,100%,ME
Irasburg,284,194,100%,VT
Marshfield,284,417,100%,VT
Orwell,284,270,100%,VT
Blaine,283,94,100%,ME
Parkman,283,151,100%,ME
Troy,282,240,100%,VT
Montgomery,281,199,100%,MA
Belmont,281,225,100%,ME
Georgetown,281,402,100%,ME
Knox,281,131,100%,ME
Andover,280,195,100%,ME
Dalton,280,192,100%,NH
Culberson,280,454,100%,TX
Montville,279,288,100%,ME
Penobscot,279,445,100%,ME
Saint Agatha,279,258,100%,ME
New Castle,279,481,100%,NH
Dover,279,409,100%,VT
Bridport,278,292,100%,VT
Union,277,188,100%,CT
Petroleum,276,30,100%,MT
Brighton,276,229,100%,VT
Wolcott,276,397,100%,VT
Athens,275,160,100%,ME
Guilford,274,719,100%,VT
Topsham,274,226,100%,VT
Pembroke,273,191,100%,ME
Blaine,273,30,100%,NE
Chelsea,273,304,100%,VT
Croydon,271,126,100%,NH
Shrewsbury,269,325,100%,VT
Menominee,269,1003,100%,WI
Rome,268,282,100%,ME
Mendon,268,302,100%,VT
Chesterfield,267,397,100%,MA
Liberty,267,233,100%,ME
Perry,266,171,100%,ME
Orange,265,186,100%,VT
Corinth,264,308,100%,VT
Brookfield,262,156,100%,NH
Cavendish,262,306,100%,VT
Monson,261,166,100%,ME
Warren,261,180,100%,NH
Otis,260,137,100%,ME
Goshen,260,153,100%,NH
Gill,259,579,100%,MA
Colrain,257,513,100%,MA
Sebec,257,102,100%,ME
